username,Action,Adventure,Comedy,Drama,Ecchi,Fantasy,Hentai,Horror,Mahou Shoujo,Mecha,Music,Mystery,Psychological,Romance,Sci-Fi,Slice of Life,Sports,Supernatural,Thriller
bubbleteaman,7.796407185628743,7.623853211009174,7.642292490118577,8.101694915254237,7.261194029850746,7.584415584415584,0.0,8.25,,8.125,7.75,8.07843137254902,7.858695652173913,7.671875,7.441666666666666,7.95945945945946,8.027777777777779,8.085227272727273,8.137931034482758
Nachoborda,8.021014492753624,8.09032258064516,7.704166666666666,8.312307692307693,7.8875,8.104878048780488,,7.92857142857143,7.899999999999999,8.58181818181818,7.305882352941176,8.20909090909091,8.260416666666668,7.891358024691357,8.3,7.743529411764706,8.127777777777776,8.118446601941747,8.485714285714286
LordReno,7.790322580645165,7.810256410256415,6.827586206896551,8.230864197530861,7.557142857142858,7.691428571428576,,8.3,8.200000000000001,7.7,0.0,8.079411764705881,8.14736842105263,7.352173913043477,7.707999999999999,7.43076923076923,6.95,8.227272727272725,7.842105263157896
TheRoyalTamarin,6.611363636363638,6.125000000000002,6.218840579710145,6.70655737704918,6.348275862068966,5.4738461538461545,0.5304347826086956,6.093333333333334,,7.6,7.8,7.378947368421055,7.163333333333331,6.326923076923078,7.234782608695654,7.057142857142857,,6.799999999999998,8.190909090909091
ElegantBiscuit,8.012500000000001,8.9,8.411235955056181,8.613793103448277,8.569565217391304,8.128571428571428,7.0,7.9,,,9.033333333333331,8.98,9.316666666666666,8.636923076923077,9.1,8.31267605633803,8.133333333333333,8.450000000000001,10.0
VIGILANT69,7.375247524752476,7.814864864864864,7.893181818181817,8.191428571428572,7.629411764705882,8.406363636363636,,9.125,7.5,8.916666666666666,6.666666666666667,7.852,9.056521739130435,8.64516129032258,7.466666666666666,8.687142857142856,10.0,8.085714285714285,9.5
Minulf,7.846575342465753,7.6625,7.336956521739131,8.102941176470589,7.041666666666667,7.962068965517242,,7.318181818181818,8.0,8.5,8.457142857142857,7.861111111111111,7.906896551724138,7.533333333333333,8.333333333333334,7.914705882352941,,7.688709677419355,8.008333333333333
SteveDekart,8.38888888888889,8.327586206896553,8.165454545454544,8.460606060606064,8.089473684210526,8.282105263157895,,8.166666666666666,,7.5875,8.175,9.0375,8.564285714285713,8.056451612903224,7.807407407407407,8.209302325581394,7.4,8.88181818181818,8.419999999999998
Krynn,6.134328358208955,5.439024390243903,6.121621621621622,6.857142857142857,4.0,6.870967741935484,6.0,0.0,9.0,,,6.0,6.555555555555555,6.4,4.882352941176471,5.928571428571429,5.7,6.444444444444445,5.5
OttoVonBismarck,7.171739130434783,7.351648351648351,7.0772549019607816,7.235384615384616,6.634782608695652,7.255345911949684,,7.047826086956523,,6.667857142857143,7.480000000000001,7.309345794392523,7.0561797752808975,6.982488479262671,7.029702970297031,7.213375796178343,7.2,7.333720930232557,7.312820512820513
bitchassdarius,5.082397003745318,5.083333333333333,5.442477876106195,5.780405405405405,4.58,5.315,,5.333333333333333,6.147058823529412,5.655172413793103,5.78125,5.580357142857143,5.809523809523809,5.376884422110553,5.751824817518248,5.767025089605735,6.276595744680851,5.512658227848101,5.852941176470588
Groenboys,7.311666666666666,7.82051282051282,7.568613138686132,7.758490566037736,6.585714285714286,7.682758620689656,,5.825,8.65,2.9,7.909999999999999,7.611111111111112,8.24736842105263,7.375,7.336,7.785148514851485,7.4,8.138636363636364,7.536363636363636
crypto,7.306938775510203,7.15547945205479,7.104137931034479,7.414018691588785,6.841176470588233,7.1361963190184055,,7.361111111111111,5.033333333333334,7.684615384615382,7.78125,6.363414634146342,6.88227848101266,7.064596273291926,7.397196261682247,7.3781021897810195,7.592857142857143,6.724264705882351,7.595238095238094
enricoc01,4.0,4.0,3.9220779220779214,4.123287671232877,3.7083333333333335,4.026315789473684,,3.888888888888889,,4.666666666666667,4.0,3.903225806451613,4.0,3.697674418604651,4.08,4.0,4.833333333333333,3.976744186046512,4.166666666666667
Namaryu,4.019762845849803,3.3445945945945947,4.068965517241379,5.920634920634921,5.239130434782608,4.0426829268292686,,6.8125,2.5,4.361111111111111,6.714285714285714,6.314814814814815,6.4523809523809526,5.292307692307692,4.578947368421052,5.39622641509434,3.263157894736842,4.5777777777777775,6.518518518518518
kaije,8.071428571428571,8.160493827160494,8.334269662921349,8.62781954887218,7.515151515151516,8.239495798319327,,7.388888888888889,5.666666666666667,8.444444444444445,9.193548387096774,8.228571428571428,8.51388888888889,8.422818791946309,8.08108108108108,8.908088235294118,7.5,8.608333333333333,8.18421052631579
kakusuu,0.0380228136882129,0.0641025641025641,0.0665188470066518,0.0775193798449612,0.0,0.1276595744680851,0.0,0.0,0.0,0.0,0.4545454545454545,0.198019801980198,0.2531645569620253,0.1339285714285714,0.1041666666666666,0.1392757660167131,0.0,0.1442307692307692,0.0
NelsonCocabuena,7.533088235294116,7.5914285714285725,7.257142857142857,7.673548387096772,7.205555555555557,7.624742268041241,,7.547368421052633,6.62,7.883333333333334,7.524999999999999,7.843396226415093,7.907547169811318,7.474489795918365,7.672580645161291,7.820987654320986,6.7375,7.524999999999998,7.765000000000001
Sebgre,7.046153846153846,6.822222222222222,6.591160220994476,7.2781954887218046,5.869565217391305,6.733333333333333,,7.6,7.0,7.25,8.0,7.619047619047619,7.48936170212766,6.409090909090909,7.268292682926829,6.784,6.565217391304348,7.481481481481482,7.736842105263157
nuqqu,5.455357142857143,5.709090909090909,5.47972972972973,5.666379310344827,5.176470588235294,4.992307692307692,,6.446153846153846,5.0,3.1818181818181817,3.5,5.733333333333333,5.947916666666667,4.767213114754099,5.277777777777778,5.119607843137255,6.125,5.967924528301887,6.181818181818182
Damiando33,1.2105263157894737,0.5714285714285714,1.1761006289308176,1.0576923076923077,0.0,0.4098360655737705,5.0,0.5,1.25,0.0,1.0714285714285714,1.09375,0.8536585365853658,0.98989898989899,0.7142857142857143,1.0420168067226891,1.5277777777777777,1.0842105263157895,1.0526315789473684
veemon23,7.877604166666667,7.758620689655173,8.412878787878787,8.462389380530974,7.75,7.9411764705882355,,7.828571428571428,8.8,8.227272727272727,8.53125,8.422222222222222,8.653333333333334,8.395061728395062,8.121621621621621,8.836776859504132,8.38888888888889,8.38562091503268,8.606060606060606
matchakat,7.040963855421687,7.254347826086956,7.671818181818183,7.379816513761469,6.0,7.395522388059701,8.0,4.5,3.0,7.55,7.222222222222222,6.747368421052631,7.464285714285714,7.327777777777777,7.533333333333333,7.5928571428571425,8.434782608695652,7.150704225352112,6.875
sickathy,8.177631578947368,7.87719298245614,7.6328125,7.981132075471698,7.1,7.91044776119403,,8.3,,,6.8,8.382352941176471,7.633333333333334,7.581818181818182,7.403846153846154,7.194444444444445,6.5,8.258333333333333,8.214285714285714
Eevee,6.998571428571429,6.912686567164177,6.719090909090911,7.744285714285711,6.6692307692307695,6.950335570469795,,7.51111111111111,7.5,8.833333333333334,6.8375,7.364814814814816,7.137777777777779,7.56,7.21857142857143,7.561702127659573,5.681481481481482,7.84133333333333,6.921052631578948
SuperUrus,5.838028169014085,5.7926829268292686,6.184210526315789,7.078947368421052,6.7,5.788888888888889,,6.318181818181818,,7.0,9.0,7.016666666666667,6.416666666666667,6.95,6.384615384615385,6.8,7.428571428571429,5.866666666666666,6.78125
CabbagePanda,7.74074074074074,7.505747126436781,7.912698412698413,7.984,8.23076923076923,7.548672566371682,,6.571428571428571,6.5,6.333333333333333,8.4,8.411764705882353,8.32,7.722772277227722,7.736842105263157,8.273972602739725,7.75,7.827586206896552,8.125
Stheos,7.760215053763442,7.541818181818182,7.593902439024389,7.909708737864077,7.63,7.6672413793103456,,7.899999999999999,,8.175,7.657142857142857,7.95,8.067741935483872,7.712962962962963,7.81851851851852,7.929166666666666,7.233333333333333,7.804761904761905,8.13684210526316
starshape,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0fa,8.535714285714286,8.457142857142857,8.584615384615384,8.620967741935484,9.055555555555555,8.590909090909092,,8.333333333333334,,8.166666666666666,8.958333333333334,8.605263157894736,8.470588235294118,8.564516129032258,8.545454545454545,8.773584905660377,8.875,8.426470588235293,8.916666666666666
WillQ,2.423611111111111,2.5849056603773586,2.65625,2.6,1.7826086956521738,2.53125,,1.9285714285714288,2.0,2.25,2.703703703703704,2.679245283018868,2.547169811320755,2.3411764705882354,2.3375,2.795275590551181,2.423076923076923,2.375,2.52
TomKranich,6.504761904761905,5.1,6.451724137931035,6.991549295774648,6.775,7.03529411764706,,,,7.375,6.1,5.582142857142857,7.842857142857143,6.685714285714286,6.9884615384615385,6.966666666666667,3.65,7.680952380952381,7.914285714285714
codyashi,6.606428571428572,6.193103448275863,6.288513513513512,7.473958333333332,4.6033333333333335,6.506923076923076,,6.866666666666667,7.68,5.433333333333334,6.947058823529413,7.364864864864867,7.760606060606062,6.947169811320755,6.6974358974358985,6.708547008547009,6.413636363636363,6.692647058823531,7.975000000000001
MetaThPr4h,5.870546318289787,6.248780487804878,6.000694444444444,6.346707818930041,5.632575757575758,6.032485875706215,3.0,6.216981132075472,6.553846153846154,5.50925925925926,6.578125,6.324074074074074,6.59748427672956,5.923398328690808,5.717299578059071,6.400201612903226,6.047619047619048,6.201886792452831,6.384146341463414
KaizokuOtaku,5.644329896907217,5.61111111111111,6.010416666666667,6.030303030303029,6.3625,5.981132075471697,,5.65,6.5,5.857142857142857,7.3,5.631818181818182,5.605555555555556,5.78974358974359,5.383720930232558,6.21875,5.6,5.5200000000000005,5.9071428571428575
Spimy,7.144927536231884,6.983739837398374,7.480676328502415,7.446236559139785,7.115853658536586,7.060869565217391,,7.243243243243243,7.0,7.6,8.3,7.654761904761905,7.732394366197183,7.308196721311475,7.438095238095238,7.805309734513274,6.846153846153846,7.490322580645161,8.102564102564102
DifSec,0.973076923076923,1.5884615384615384,1.148101265822785,1.3825396825396823,0.8368421052631579,1.6457142857142857,,0.0,0.0,0.0,1.2857142857142858,0.684,1.5208333333333333,1.3274509803921566,1.46,1.5058823529411764,0.0,1.3125,1.985714285714285
M1xY,6.213270142180095,6.366071428571429,6.517006802721088,6.586466165413534,5.3088235294117645,6.188571428571429,,5.769230769230769,6.8,6.307692307692308,6.5625,6.731182795698925,6.911111111111111,6.197424892703863,6.388235294117648,6.629107981220657,6.642857142857143,6.48,6.7368421052631575
AlucardNoYuuutsu,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
theFidelio,7.198290598290599,6.785714285714286,6.855319148936169,7.554455445544554,6.567857142857142,6.998780487804877,,7.355555555555556,7.855555555555556,7.177777777777779,5.828571428571428,7.830434782608696,7.845762711864409,6.71818181818182,6.734285714285715,7.5085106382978735,7.950000000000001,7.33768115942029,8.06086956521739
NoelSenchou,7.811788617886176,7.749514563106799,7.630508474576274,7.98899082568807,7.277611940298508,7.733112582781456,,7.473809523809526,7.833333333333333,7.826666666666666,6.8500000000000005,8.210309278350515,8.197297297297297,7.623529411764704,7.661445783132531,7.671428571428573,8.2625,8.003896103896103,8.29591836734694
TheLoreofLor,0.2302469135802469,0.355,0.2929133858267717,0.5173228346456693,0.0,0.3120879120879121,,0.0,0.0,0.98,0.0,0.3245614035087719,0.17,0.2052631578947368,0.1633333333333333,0.47,0.0,0.2261363636363636,0.853125
Goukeban,1.1864864864864866,1.381578947368421,0.5907643312101911,1.4728915662650603,0.4827586206896552,0.8049645390070922,0.0,2.103448275862069,0.0,1.6896551724137931,0.0,1.3942307692307692,1.684782608695652,0.7514285714285714,0.8484848484848485,0.8103448275862069,0.0,1.2184466019417477,3.875
Zaphkiel,4.8515625,4.6,4.971428571428572,5.496774193548387,2.863636363636364,4.985915492957746,0.0,5.666666666666667,6.0,5.225806451612903,4.4,4.025,6.195121951219512,4.175,4.690140845070423,5.127659574468085,6.105263157894737,4.79746835443038,3.4347826086956523
Hibbington,6.596875,6.947872340425532,6.706666666666666,7.17247191011236,6.418000000000001,6.503246753246754,,6.92,,6.025,6.908333333333333,5.974418604651163,6.564864864864864,6.737962962962963,6.616923076923077,6.9111731843575415,6.565,6.877586206896552,6.935
LIQfilms,4.984615384615385,5.668508287292818,4.831950207468879,5.881987577639752,4.021739130434782,5.06198347107438,3.7155963302752295,3.6666666666666665,5.571428571428571,5.378947368421053,5.290909090909091,5.663366336633663,5.844036697247707,4.873517786561265,5.243119266055046,5.142259414225942,5.391304347826087,4.995,5.348837209302325
KilluaMorales,0.0,0.0469613259668508,0.0,0.0,0.0,0.0393518518518518,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chibister,7.954128440366972,8.155555555555555,8.081632653061224,8.295238095238096,7.333333333333333,8.23943661971831,,6.857142857142857,,7.0,8.6,8.136363636363637,8.35483870967742,7.970588235294118,7.9655172413793105,7.877551020408164,8.571428571428571,7.963414634146342,8.705882352941176
matsutake,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DYNASTIA,4.679012345679013,5.2,4.642857142857143,6.325301204819277,3.4545454545454546,4.931034482758621,6.5,5.166666666666667,7.0,5.3,7.666666666666667,6.676470588235294,6.536585365853658,5.758620689655173,6.175,6.592592592592593,8.2,5.5,5.769230769230769
T11i,5.515384615384615,5.555555555555555,4.958333333333333,5.743055555555555,4.473684210526316,5.081967213114754,2.5,4.277777777777778,1.0,6.0,4.0,6.138461538461539,5.8,4.882352941176471,5.444444444444445,5.6,5.285714285714286,5.887640449438202,5.971428571428572
KronosBach,7.321428571428571,7.1068181818181815,7.2144578313253,7.443333333333333,6.366666666666666,7.159999999999999,,7.816666666666667,7.8,8.6,6.6,7.4625,7.871052631578948,7.220370370370371,6.923529411764706,7.4,7.738461538461538,7.271052631578948,7.870588235294117
3Rex1,7.145161290322581,7.071428571428571,7.123287671232877,7.348484848484849,7.166666666666667,7.25,,6.909090909090909,,6.5,7.0,7.466666666666667,7.242424242424242,7.064516129032258,7.05,7.25,7.125,7.17948717948718,7.25
BSAnime,2.4134615384615383,3.003508771929825,3.203787878787879,2.58939393939394,2.776315789473684,2.6,,0.0,,4.666666666666666,4.741666666666666,2.2,4.166666666666666,3.101063829787234,4.304347826086956,3.5098765432098764,8.0,2.712,4.25
Aniosophy,7.076470588235294,7.164383561643835,6.731343283582089,7.393013100436681,6.965909090909091,6.9798994974874375,,7.333333333333333,10.0,6.642857142857143,7.5,7.436893203883495,7.985074626865671,6.777070063694268,7.044303797468355,6.673076923076923,6.7,7.293785310734464,7.892857142857143
Random17,4.037037037037037,4.130434782608695,4.239130434782608,4.186046511627907,3.6666666666666665,4.205882352941177,,4.2,,2.6666666666666665,4.666666666666667,4.391304347826087,4.04,4.033333333333333,3.875,4.317460317460317,5.0,4.233333333333333,4.375
Byrd,7.689024390243903,7.484374999999997,7.589247311827954,7.944117647058823,7.586363636363637,7.522727272727269,,7.2,7.140000000000001,7.933333333333334,7.5,7.94102564102564,8.23793103448276,7.556140350877191,7.083333333333333,7.724000000000001,,7.88125,8.4
GiantR,6.964285714285714,7.316161616161616,7.143119266055046,7.523703703703704,7.527272727272727,7.204,,7.034999999999999,8.9,7.05,8.475,7.342592592592593,7.603225806451611,7.383333333333334,7.190666666666666,6.958823529411766,7.606060606060605,6.523684210526316,7.689743589743589
Animeenthusiast,7.929702970297029,8.08860759493671,7.821428571428571,8.424242424242424,7.222222222222222,8.160377358490566,,7.730769230769231,,,,8.346153846153847,8.465625,8.058823529411764,7.73,9.175,8.5625,8.28448275862069,8.357142857142858
HaremRoute,6.119491525423729,5.796428571428571,5.993269230769228,6.205172413793104,5.430303030303029,6.082278481012658,7.0,6.395454545454545,5.714285714285714,5.617391304347826,6.22,6.7333333333333325,6.824999999999999,6.389552238805968,5.545833333333332,6.833823529411765,7.57142857142857,6.37017543859649,6.923809523809526
MegaWeebis,4.891975308641976,4.916666666666667,4.828804347826087,5.138059701492537,4.184210526315789,4.953703703703703,1.0,4.029411764705882,3.125,3.807692307692308,4.166666666666667,5.410714285714286,5.447368421052632,4.231343283582089,4.137931034482759,4.683962264150943,5.725,5.142857142857143,4.816666666666666
Identifiy,1.4996415770609317,1.603205128205128,1.4637820512820512,2.132795698924732,0.7034482758620689,1.4913705583756345,,2.0866666666666664,0.0,0.8894736842105262,1.7666666666666666,2.267272727272727,3.2870370370370376,1.2702811244979917,1.1839080459770115,1.703048780487805,1.7090909090909092,2.028776978417266,3.857894736842106
Bropix,7.488826815642458,7.5,7.166666666666667,7.948818897637795,7.303030303030303,7.432203389830509,,6.769230769230769,10.0,7.666666666666667,9.166666666666666,7.7894736842105265,7.3828125,6.552631578947368,7.735849056603773,7.14,6.75,7.797872340425532,8.216216216216216
FurBall,7.766129032258065,7.842105263157895,7.446428571428571,8.012048192771084,7.222222222222222,7.7,3.75,6.075,8.0,7.928571428571429,8.136363636363637,7.970588235294118,8.057142857142857,7.361111111111111,8.0,8.0375,8.0,7.321428571428571,7.0
AwokenStroken,5.629139072847682,5.698630136986301,5.923809523809524,6.5,3.333333333333333,5.566666666666666,,4.285714285714286,7.5,6.545454545454546,7.428571428571429,6.595238095238095,6.754716981132075,5.8,6.03921568627451,6.861111111111111,6.24,5.291139240506329,6.961538461538462
fastlane956,7.174033149171271,7.281553398058253,7.321167883211679,8.007246376811594,7.318181818181818,7.259036144578313,,6.7,9.25,5.6,7.5,7.620967741935484,8.157407407407407,7.394736842105263,7.1893939393939394,7.596153846153846,7.24074074074074,7.280898876404494,7.722222222222222
moistmossyroc,2.490118577075098,2.3840579710144927,2.246153846153846,2.697841726618705,2.284313725490196,2.537974683544304,3.0,2.8421052631578947,1.5,2.76,0.0,2.896551724137931,2.830508474576271,2.6153846153846154,2.5402298850574714,2.6904761904761907,2.4444444444444446,2.6416666666666666,3.066666666666667
coolor,7.258823529411765,6.850877192982456,7.346153846153846,7.3428571428571425,6.933333333333334,6.9392405063291145,,7.06,,,7.5,7.488235294117647,7.45,6.5,8.766666666666667,7.450704225352113,,8.072972972972973,7.383333333333333
NerfMiner,7.467149758454116,7.31592920353982,7.922580645161296,7.20891719745223,9.00217391304348,7.686274509803922,,7.175999999999999,,8.145454545454545,7.025,6.950909090909091,6.958461538461538,8.300671140939599,7.672580645161289,7.396907216494846,5.555555555555555,7.093518518518522,6.866666666666666
whathesaid,5.1169491525423725,6.207999999999999,4.481818181818181,5.450000000000002,3.933333333333333,6.037837837837837,,4.536363636363636,10.0,2.025,4.875000000000001,6.020930232558141,4.73,4.185714285714286,3.296296296296296,5.253333333333332,5.538461538461538,5.682926829268293,5.289473684210526
Arinkoc1,6.541509433962264,6.946428571428571,6.665000000000001,7.133333333333333,5.604347826086956,6.921568627450981,,5.657142857142857,,4.0,6.633333333333333,7.265517241379311,7.003333333333333,6.809803921568627,6.220000000000001,6.651923076923078,,6.783333333333333,7.3
junghoon,7.787671232876712,8.321951219512195,7.721621621621622,8.195192307692308,7.857142857142857,8.147916666666665,,8.540000000000001,7.1,8.6,8.275,7.623076923076923,7.383333333333334,7.996923076923077,7.195652173913044,8.241538461538463,8.833333333333334,8.029824561403508,6.7625
lopelari,3.1666666666666665,3.1555555555555554,3.3653846153846154,3.8174603174603177,2.1666666666666665,3.25531914893617,,3.1,5.0,2.333333333333333,3.0,3.760869565217391,3.8947368421052633,3.345238095238096,2.787878787878788,4.190476190476191,4.047619047619048,3.3875,3.95
Peng,4.8359375,5.142857142857143,5.175,5.556603773584905,5.071428571428571,4.964912280701754,,5.0625,7.0,5.142857142857143,5.714285714285714,5.206349206349207,5.847222222222222,4.857142857142857,5.2,5.5625,6.666666666666667,5.042253521126761,4.976744186046512
zGustavo,8.417441860465118,8.530263157894737,8.394166666666665,8.620481927710843,8.325301204819276,8.471223021582734,,9.05,,8.683333333333335,7.15,7.796551724137932,9.011111111111113,8.481896551724137,8.299999999999999,8.487878787878788,8.176923076923078,8.389333333333333,9.0
LunaKoi,5.641216216216217,5.15581395348837,4.993127147766327,6.833628318584072,4.7785714285714285,5.189887640449441,,3.904347826086956,5.3500000000000005,6.0275,6.352380952380953,7.383333333333333,7.574074074074074,6.47238805970149,5.8721590909090935,6.128947368421055,5.346153846153848,6.599401197604792,6.704999999999998
bonbons,7.760689655172417,7.902409638554215,7.759358288770056,8.256451612903229,7.209999999999998,7.642307692307693,,8.8,,6.871428571428572,8.59,8.593333333333335,8.35925925925926,7.499999999999999,7.861904761904761,8.050526315789476,7.910714285714284,8.253164556962025,8.91
DestinyCallsForOne,7.804347826086956,8.136363636363637,7.836065573770492,8.024444444444445,6.928571428571429,8.194444444444445,,5.12,8.0,6.5,8.0,7.504545454545454,8.323529411764707,7.653846153846154,7.685185185185185,8.068627450980392,8.125,7.939130434782609,8.0
TorridestCheese,6.12280701754386,6.815384615384615,6.600858369098712,6.359649122807017,5.101010101010101,6.275862068965517,,5.583333333333333,6.615384615384615,6.625,6.6,6.977777777777778,6.55,5.650602409638554,6.609523809523809,7.569105691056911,6.375,6.717171717171717,6.25
ChimpunHeineTheSlug,8.96530612244898,8.63846153846154,7.79607843137255,9.48627450980392,6.388235294117647,8.26304347826087,5.0,10.0,,9.14,7.4875,9.44285714285714,9.63076923076923,8.588,9.468,9.014634146341464,9.166666666666666,9.784615384615384,9.5
elegytovoid,7.631578947368421,8.12,7.486842105263157,7.658823529411765,5.666666666666667,7.525,,8.0,7.5,7.857142857142857,7.809523809523809,7.423076923076923,7.7105263157894735,7.468085106382978,7.65625,7.663157894736842,7.846153846153846,7.655172413793103,7.0
Dranzerkai99,0.0011494252873563,0.0016666666666666,0.3311111111111111,0.2344262295081967,1.4636363636363638,0.0015625,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0357142857142856,0.0,0.0
hsivak,7.145228215767635,7.1863636363636365,7.124752475247525,7.709090909090909,6.469879518072289,7.006369426751593,5.8,7.287878787878788,6.454545454545454,7.555555555555555,7.777777777777778,7.510791366906475,7.637096774193548,7.016778523489933,7.491228070175438,7.728813559322034,7.128205128205129,7.4855072463768115,7.906976744186046
MidnightSerpent,6.930201342281881,6.746511627906977,6.3697247706422,7.121951219512195,5.749999999999999,6.900000000000002,,7.091304347826085,8.6,7.017391304347822,7.076923076923078,7.167272727272727,7.129069767441861,6.578082191780823,7.153448275862068,6.4322033898305095,6.808333333333334,6.826923076923077,7.375000000000002
pointydelta,7.380952380952381,6.896551724137931,6.556603773584905,7.622222222222222,5.566666666666666,6.590909090909091,,8.666666666666666,8.5,8.666666666666666,,7.7,7.7,6.618421052631579,7.628571428571429,6.944444444444445,8.666666666666666,7.282051282051282,8.142857142857142
zamandzoe,7.889393939393939,7.702857142857143,7.373846153846154,8.33173076923077,6.301960784313726,7.686046511627907,3.0,9.0,,8.24,7.316666666666667,8.948,9.104545454545455,7.587603305785125,7.995652173913044,7.539041095890411,7.541666666666667,8.341379310344827,8.928571428571429
Caravel12,7.914583333333332,7.867741935483872,7.641860465116277,7.838181818181819,7.417647058823529,7.741304347826088,,6.95,6.3,8.249999999999998,,7.36153846153846,7.875,7.636956521739131,7.65,7.844444444444446,8.5,7.679411764705883,8.457142857142857
Beam,5.524630541871921,5.881481481481481,5.62,5.813131313131313,4.238636363636363,5.14030612244898,0.1201117318435754,5.180851063829787,4.6923076923076925,5.742857142857143,5.84375,5.953333333333333,5.951086956521739,4.441860465116279,5.642857142857143,5.996753246753247,4.965517241379311,5.536885245901639,5.986486486486487
MasterHavik,7.494791666666667,7.788288288288288,7.5807692307692305,7.923728813559322,5.813953488372093,7.441441441441442,5.923076923076923,7.397058823529412,7.363636363636363,8.15,6.194444444444445,8.414893617021276,7.76530612244898,6.55,8.045918367346939,7.23404255319149,7.184210526315789,7.34375,8.685185185185185
Sofia22,7.454666666666667,7.512244897959185,6.807142857142859,7.254838709677418,,7.753731343283582,,7.246666666666666,,,7.25,7.948275862068965,7.905263157894738,6.939285714285715,7.8428571428571425,7.429545454545454,5.9,7.491428571428571,8.044444444444444
Astrodogs80,7.718796992481202,7.884615384615385,7.386826347305389,7.9186046511627906,6.929577464788732,7.533962264150944,,7.333333333333333,,8.666666666666666,7.0,7.864864864864865,7.838709677419355,7.118279569892473,7.74074074074074,7.332352941176471,10.0,7.914285714285715,8.545454545454545
SteveFreeling,8.681159420289855,8.716981132075471,8.393939393939394,8.779411764705882,8.555555555555555,8.634615384615385,,8.666666666666666,8.8,8.444444444444445,8.25,8.692307692307692,8.666666666666666,8.76,8.716666666666667,8.782608695652174,,9.076923076923077,9.0
TheTimoo,4.910891089108911,4.79,4.796610169491525,4.651685393258427,4.909090909090909,4.811188811188811,5.0,5.0,4.0,3.0,4.142857142857143,4.96,4.857142857142857,4.68,4.851851851851852,4.680851063829787,5.0,4.727272727272728,5.0
TheMizard,5.2539267015706805,5.283653846153846,5.079081632653061,5.734463276836158,3.675675675675676,5.003623188405797,,4.921052631578948,5.6,5.75,6.2,5.417808219178082,5.862903225806452,4.833333333333333,5.765625,5.619658119658119,5.921875,5.324561403508772,6.055555555555555
urascribs,6.040579710144928,6.086301369863014,5.803816793893129,6.629365079365079,3.880952380952381,5.6625000000000005,,5.267741935483872,6.75,5.85,9.166666666666666,5.533962264150944,6.632608695652174,5.508,4.923076923076923,6.7250000000000005,7.045454545454546,6.146913580246914,6.345454545454545
Cryptic,8.066666666666666,7.909090909090909,7.76,8.268518518518519,8.357142857142858,7.903225806451613,,7.642857142857143,7.5,7.928571428571429,8.535714285714286,8.291666666666666,8.128205128205128,8.150943396226415,7.793103448275862,8.224489795918368,8.875,8.431818181818182,7.5
Razy,7.732142857142857,7.2,6.673076923076923,7.957142857142857,5.111111111111111,6.953488372093023,,8.333333333333334,,8.0,8.5,8.157894736842104,8.2,7.054545454545455,7.863636363636363,6.9523809523809526,10.0,8.571428571428571,9.0
fffillyy,7.557377049180328,7.866666666666666,7.40625,7.948453608247423,6.4,7.76595744680851,,8.0,8.0,7.571428571428571,8.083333333333334,7.529411764705882,7.96875,7.506172839506172,7.666666666666667,7.647058823529412,,7.452830188679245,7.956521739130435
Coronel,8.30909090909091,8.325,8.48,9.006666666666666,7.666666666666667,8.574358974358974,,6.964285714285714,,6.75,9.0,8.595652173913043,8.79,9.1,8.294117647058824,8.427027027027027,8.856,8.459090909090909,8.454545454545455
acdo,7.576271186440677,7.22,7.063636363636365,7.624038461538465,6.685714285714285,7.565217391304347,,6.2125,7.0,8.14,7.612500000000001,8.187499999999998,8.139999999999999,7.042857142857144,7.64375,7.264835164835167,8.6,7.756818181818181,7.991666666666667
Rein2,6.014925373134329,6.355140186915888,5.904678362573099,6.212669683257919,5.76,6.192622950819672,5.0,6.045454545454545,,5.651515151515151,5.45,6.157894736842105,6.158333333333333,5.862376237623762,5.99645390070922,6.082926829268293,5.5625,5.930107526881721,6.413793103448276
FightingGakusei,6.49238578680203,6.484615384615385,6.184210526315789,7.061611374407583,5.45945945945946,6.877777777777778,,5.911764705882353,5.75,4.4,5.95,7.051546391752577,6.8933333333333335,6.512,5.74,6.666666666666667,4.666666666666667,6.935714285714286,7.325
SomeoneLikeTim,6.88,7.056122448979592,7.2844311377245505,7.414201183431953,6.5,7.171052631578948,,6.65625,6.5,5.0,7.846153846153846,7.366666666666666,7.488888888888889,7.103658536585366,6.616279069767442,7.654471544715447,7.390243902439025,7.186813186813187,7.6875
JustARandomUser,8.012941176470589,7.464583333333334,7.420370370370368,8.11573033707865,6.527272727272727,7.625454545454546,,7.72,,4.0,7.8,8.520689655172413,8.363888888888889,7.612000000000001,7.773333333333331,7.723287671232875,7.437499999999999,8.320370370370371,8.333333333333334
